code,median_pay_annual,entry_education,work_experience,training,outlook_pct,outlook_desc
8350,,Upper secondary,None,Vocational training,3,Stable
9111,,Basic education,None,On-the-job training,-5,Labor surplus
9112,,Basic education,None,On-the-job training,-5,Labor surplus
91121,,Basic education,None,On-the-job training,-5,Labor surplus
91122,,Basic education,None,On-the-job training,-5,Labor surplus
91123,,Basic education,None,On-the-job training,-5,Labor surplus
91124,,Basic education,None,On-the-job training,-5,Labor surplus
91129,,Basic education,None,On-the-job training,-5,Labor surplus
912,,Basic education,None,On-the-job training,-5,Labor surplus
9122,,Basic education,None,On-the-job training,-5,Labor surplus
9123,,Basic education,None,On-the-job training,-5,Labor surplus
9129,,Basic education,None,On-the-job training,-5,Labor surplus
921,,Basic education,None,On-the-job training,-5,Labor surplus
9211,,Basic education,None,On-the-job training,-6,Declining significantly
9212,,Basic education,None,On-the-job training,-5,Labor surplus
9213,,Basic education,None,On-the-job training,-5,Labor surplus
9214,,Basic education,None,On-the-job training,-5,Labor surplus
9215,,Basic education,None,On-the-job training,-5,Labor surplus
9216,,Basic education,None,On-the-job training,-5,Labor surplus
931,,Basic education,None,On-the-job training,-5,Labor surplus
9311,,Basic education,None,On-the-job training,-6,Declining significantly
9312,,Basic education,None,On-the-job training,-5,Labor surplus
9313,,Basic education,None,On-the-job training,-6,Declining significantly
932,,Basic education,None,On-the-job training,-5,Labor surplus
9321,,Basic education,None,On-the-job training,-5,Labor surplus
9329,,Basic education,None,On-the-job training,-5,Labor surplus
9331,,Basic education,None,On-the-job training,-5,Labor surplus
9332,,Basic education,None,On-the-job training,-5,Labor surplus
9333,,Basic education,None,On-the-job training,-6,Declining significantly
9334,,Basic education,None,On-the-job training,-5,Labor surplus
9411,,Basic education,None,On-the-job training,-6,Declining significantly
9412,,Basic education,None,On-the-job training,-5,Labor surplus
95,,Basic education,None,On-the-job training,-5,Labor surplus
9510,,Basic education,None,On-the-job training,-5,Labor surplus
9520,,Basic education,None,On-the-job training,-6,Declining significantly
961,,Basic education,None,On-the-job training,-5,Labor surplus
9611,,Basic education,None,On-the-job training,-5,Labor surplus
9612,,Basic education,None,On-the-job training,-6,Declining significantly
9613,,Basic education,None,On-the-job training,-5,Labor surplus
9621,,Basic education,None,On-the-job training,-5,Labor surplus
9622,,Basic education,None,On-the-job training,-6,Declining significantly
9623,,Basic education,None,On-the-job training,-5,Labor surplus
9624,,Basic education,None,On-the-job training,-5,Labor surplus
9629,,Basic education,None,On-the-job training,-6,Declining significantly
